Composer	Song	Lyrics	compound	neg	neu	pos
L	Dear John	Dear John   Don't be hard on yourself   Give yourself a break   Life wasn't meant to be run   The race is over, you've won   Dear John   Don't be hard on yourself   Give yourself a break   Life wasn't meant to be run   The race is over, you've won   Ha da doo-doo-doo-doo   Doo-doo-doo-doo-doo   Laugh   Dear John   Don't be hard on yourself   Give yourself a break   Life wasn't meant to be run   The race is over   Whistle   And dear John   Put the TV on, have a snack   Wash your mother's back   The race is over	0.9741	0.0	0.743	0.257
L	The Great Wok	Hello, hello, testing, testing   At this time of year... oh, let me first introduce myself   Maybe you have heard me before, I am the great wok   And as you know, the great wok must be done   Now, at this time of year when brahama is in Brahma   The day of Brahma is set to last one thousand years and its night is of equal length   Well, for us human being, this is the end of the year now   And our minds turns towards what is laughably called the future   No mind can comprehend the infinite and absolute anon munsch mars stunvelly humpff   As we say in the Himalayas   Now let me tell you, my resolution of the year 1979 is to renounce complete everything   But complete luxury and self indulgence   Now I suggest this is going to be very, very difficult, very difficult indeed   I feel it's my duty, not only as a human being but as a person   Or was it not George Formy who said there are four billion three hundred and twenty million   Mortal or earth years which is one day of Brahma   So, one way of looking at it is simply not to look at it at all   And that's exactly what we're going to do now   So we'll settle down, deeply, I hope, and comfortably in an easy chair   And then, lay back, put the incense on, light the candles and give yourself a hard time	0.826	0.044	0.88	0.077
L	Mucho Mungo	Mucho mungo, sweet thing   Sweetest little thing I've ever seen   Must have been a sweet dream   Brought you here   Brought you through the sorrow   And the tears   C'est la, c'est la, c'est la vie   Sail upon the ocean, sail with me   Sail into tomorrow ev'ry day   Sail it to the sunshine through the haze	0.7096	0.082	0.744	0.174
L	Satire 1	"Lord, take this makeup of off of me   I said, ""Lordy, lordy, lordy, take this makeup offa me""   It's bad enough on the beach   But it's worse in the sea   Because I'm knockin' on heaven's door   Because I'm lookin' for my ma   I said, ""Ma, take these guns away from me""   I said, ""Ma, take these guns away from me""   I got so thin now, they're draggin' me down to my knees   Oh yeah, man, do you Mr. Jones?   Town   Now I've been here so long, I almost forgot my name   I said, ""Lord I been here so long I almost forgot my name""   But as long as I keep touring   I'll always be in the game, fame, brain, shame and fame and game, fame, fame"	0.8248	0.072	0.804	0.124
L	Satire 2	Well, thank you, Mr. Jitters   Thank you, Mr. Jitters   The official soviet newspaper said, the temple members have protested the mindless arms waste from the filthy war in Vietnam. And were persecuted and finally forced to seek refuge in another country. Wow. Sounds like a ballad to me, oh man   Bankok, Thailand, they've launched an air-sea search for a fishing boat carrying some foreign Vietnamese refugees, the boat was towed back out to sea for a ride in Thailand. Sources said that it was because of a breakdown in communication. Oh lord, the boat was towed into Thai waters by a German freighter and the Thai navy are unaware that the refugees have been guaranteed a resettlement and worst the only took the boat out to sea after providing all passengers with provision   Hey, that's deep man   The Chinese newspapers have made the first reference to the country's curtain wall posted campaign according to vice premiar deng xiaoping. And said that the country's stable and its leaders are confident and planning modernisation and programs., oh this should get me in the village bar   Deng gave blessing to the campaig but he commented not all the opinionsof the masses are carefully thought out nor can we demand that they all be correct. Adding this is nothing terrible. It' bad enough, but it's not terrible   From a prison, Richard Nixon, on his second trip outside the United States, sent his resignation with a smiling hand shake politician again. Greedy crowds outside his hotel, and trying a little French   They sure as hell didn't try it on Pam Nixon, Mr. Nixon is in Paris and inside this suite to be interviewed on French television. They thought of going on to deliver a speech in England, he'll participate in the French colleague program and said he will answer questions in welsh   That's pretty big Mr. M. Ah, I'm so cynical, I could just keep on doing this forever because, you know, they ain't gonna be lookin' for my golden bunions in a hundred years from now. They're gonna be sellin' my socks like judy garland. And I hope that they get a good price. I mean, with the inflation and the price of rice. Man, I shouldn't worry, I own all my songs and I wrote them myself too   I got 24 children, 14 wives, 3 mistresses, 59 accountants, 105 lawyers, 2000.000 fans, a posted system that never fails to land me in jail. And look through my mail. Perhaps have a garage sale. And you know, go save the whale, and a... you know, get a boat and go for a sail, and, and, oh, oh, oh, oh, how do you get out of this hell? Stuck inside of a lexicon with the roger thesaurus blues again   Sometimes I wish I was just George Harrison, you know all the answers, oh my god, oh my god	0.9757	0.084	0.779	0.136
L	Satire 3	Just a minute! I'm just getting my jyamas   I'd just want to leave you with this message   They say that the best things in life are free, except on TV, heh, heh, heh, heh	0.6696	0.178	0.609	0.213
L	"Sean's ""In The Sky"""	"""Daddy, when did we have no house?""   ""When?""   ""When, when did we have no house, and we rented this house?""   ""In 1973, we didn't have this house, yet. That's when we bought this house.""   ""Oh!""   ""Two years before you were born.""   ""Oh, and I just wasn't coming with you to find this house?""   ""No, well, you weren't born yet. You were still in the sky.""   ""Oh, and when I came back down here, what did I went in?""   ""A little, a little cardboard box with a little blanket in it. Little teeny tiny, teeny tiny little Sean in a little tiny cardboard box that used to have apples in it. Hmm. You used to do this here.""   ""I never heard of a apple box!""   ""Well, a little cardboard box like that, you see, like they bring groceries in, only it   Was you instead of the groceries."""	0.7253	0.028	0.904	0.068
L	Baby's Heartbeat	Correction. It was not the heartbeat of Sean Lennon, it was a previous baby that Yoko miscarried. Sean was born in 1975 this baby was 1970.	0.0	0.0	1.0	0.0
L	No Bed For Beatle John	No bed for Beatle John!   Beatle John Lennon lost his hospital bed yesterday to a patient.   It happened at Queen Charlotte's Hospital, London,   Where John was keeping vigil in the room   Where his girlfriend, Yoko Ono,   Is being kept under observation.   When he realized his bed was needed for an urgent case   John sent out for a sleeping bag.   And last night   He was once more happily kicked out alongside Yoko   In the sleeping bag.   Yoko who expects her baby next February   Will remain in the hospital for another few days.   A Beatles spokesman said   There is a good chance for the baby's survival.   The Beatles win battle of the nude LP!   The Beatles have won their fight to put out an LP record   With a sleeve showing John Lennon and Yoko Ono in the nude!   EMI, the world's biggest recording company,   Whose artists includes the Beatles,   Refused to handle the LP called 'Two Virgins'   Because of the sleeve.   So did the group's American outlet, Capitol Records.   But the record with its controversial sleeve   Will be released in both countries next month.   An official of The Beatles Apple company said last night   The sleeve has not been censored or altered in any way.   We are pleased it is being distributed   But it may be that some record shops   Will still refuse to handle it.	0.7775	0.053	0.871	0.077
L	Just Like Starting Over	Our life together is so precious together   We have grown, we have grown   Although our love is still special   Let's take a chance and fly away somewhere alone   It's been too long since we took the time   No one's to blame, I know time flies so quickly   But when I see you darling   It's like we both are falling in love again   It'll be just like starting over, starting over   Everyday we used to make it love   Why can't we be making love nice and easy?   It's time to spread our wings and fly   Don't let another day go by my love   It'll be just like starting over, starting over   Why don't we take off alone   Take a trip somewhere far, far away   We'll be together all alone again   Like we used to in the early days   Well, well, well darling   It's been too long since we took the time   No one's to blame, I know time flies so quickly   But when I see you darling   It's like we both are falling in love again   It'll be just like starting over, starting over   Our life together is so precious together   We have grown, we have grown   Although our love is still special   Let's take a chance and fly away somewhere   Starting over	0.9985	0.063	0.583	0.354
L	Amsterdam	"Okay, Yoko   Peace -   Peace -   Let's hope for peace,   Let's hope for peace,   Peace -   Let's hope for peace,   Peace -   Let's hope for peace.   Peace, peace, peace, peace...   Peace -   Let's hope for peace, peace, peace, peace, peace!   Peace -   Let's hope for peace,   Peace -   Let's hope for peace.   Oh, John, let's hope for peace   For our children,   For our country,   For our world,   For our future,   Oh, John, let's hope for peace,   Let's hope for peace.   Peace -   Peace, peace,   Let's hope for peace.   Oh, John -   Peace.   Good morning meine damen und herren, this is the peace call.   John: what we're really doing is sending out a message to the world, mainly to the youth, especially the youth or anybody really that's interested in protesting for peace, or protesting against any form of violence and we say everybody's getting a bit heavy or bit intellectual about it. Everybody's talking about peace, but nobody's doing anything about it, except for a few people, and the things are, the grosvenor square marches in london. The end product of it was just newspaper stories about riots and fighting's. And we did the bed event in amsterdam and the bag piece in vienna just to give people an idea, that there's many ways of protest and this is one of them. And anybody could grow their hair for peace or give up a week of their holiday for peace or sit in a bag for peace, protest against peace anyway, but peacefully 'cause we think that peace is only got by peaceful methods and that to fight the establishment with their own weapons is no good, because they always win and they'd been winning for thousands of years. They know how to play the game violence and it's easier for them when they can recognise you and shoot you. They don't know how to handle humour, peaceful humour and that's our message really.   Questioner: what do you think was the biggest success in history, about 300 years?   John: haven't a clue.   Yoko: well, maybe it's still yet to happen, you see. That's why we're trying to do it. In other words, by very, very peaceful methods to bring peace, you know instead of peace through violence, that's what we're trying to do and if we succeed in that, that's the biggest happening yet in the last 300 years, because it's never been done and nobody has really tried it, you see. And that's what we're trying to do.   Questioner: what would you do in case of a war?   John: how do you mean?   Questioner: what would you do immediately if you would wake up in the morning, read the newspapers and they would tell you England is in war with France?   John: I'd die of fright.   Yoko: I don't think that should happen. You talk as if something's going to happen aside of us. We are all in this you see. We are all in the same society and in the same world and everything that happens to us is our responsibility, you know. Like any violence going in the world is just a symbol of all the violent atmosphere that is in the world, you see and when the nazism persecuted the jewish people that wasn't only hitler, who did it or Germany, who did it, but just a symbol of everybody in the world who had the feeling for the persecution of jews, you see. So we share everything, so that's not gonna happen, if there's war suddenly, that's our fault, you know.   Questioner: so what do you think about the behaviour of austrian and germans during the second world war? Don't you think that they're a little bit more responsible than the others?   John: no, not particularly.   Yoko: no, not particularly. No. The whole world, if the whole world was really aware of it and if the journalists and the communication media of those days were really aware of their responsibility as well and reported everything correct, you know, well, which is almost impossible, I'm sure, but as much as possible and if the whole world was aware of their responsibility, it could have been stopped, I'm sure.   John: well, we know that britain and a few other counties waited quite a long time before they made any decision about what to do. I'm not quite sure of the facts, you know, but after czechoslovakia and things like that, they could've stopped it earlier, but they waited until it's on the doorstep, you know, until it involves their money, their territory.   Questioner: there's a special type of petition that is vetoed by special contents ...   John: no. I don't think so because...   Questioner: hitler could have been voted by the French, for instance.   John: every nation will have a prototype. I think I was out talking to one of the austrian TV guys. I said can you name me one European country which hasn't sort of raped the world and he said austria actually was the only one that didn't attack anybody else. They were always on the defensive side, I don't know whether that's true.   Qustioner: but they were silent at the wrong moment...   John: okay, that's bad, I agree that silence is bad. But I mean there isn't one European country that hasn't had its hitler in one way or the other, including britain, in what they did to India and south Africa, you know.   Yoko: so let's so back to the future, you know. So that's why we're here. We want to talk mainly to the young people all over the world, because those are the people who are going to be the next generation. They're going to be the next world, you know, and we just want to say we are with them. We're not preaching or anything like that. We want to be with them and we're with them and in our way, we're just   Announcing that we're open to all invitations or suggestions or anything to work for the world peace, you see, and we're doing it now, in our own way, which we think is the best for us and also the young people have to realise that this is just as bad as before the second world war or right in the middle of it, you know, that everything, all the violence that is happening in the world now are our responsibility and if we don't really realise it and immediately start something, action, you know, it's going to be bad, you know. And it will be exactly like you said. One morning, we find in the newspaper, find that the whole world is going to disappear, you know.   Questioner: I agree with you, but don't you see, I mean, it's a fact that by through your behaviour, I think it's okay, but for a lot of people, through your behaviour, to get suspicious. They don't think that this can be correct, people sitting under a tablecloth protesting against wars. They don't think...   Yoko: okay, before they criticise us, you know, and if they want to criticise us, okay, go ahead, and they should do it in their own way, but do something, you know.   Questioner: so everybody should throw out his part of hitler out of his soul, then?   John: yes, yes, we all have it in us. In a way, we're saying we want peace and we're staying in bed for peace, but I'm as violent as the next man, and I'm sure Yoko is just as violent just as well. We're violent people, you know. I prefer myself when I'm non-violent. I prefer me friends when they're non-violent. It just makes for easier living and if we have to have violence, let's channel it, you know. I don't know how, you know, there's other people can work out how to channel it, or give them somewhere to play and kill each other or something. But I don't want to be involved in their violence. I prefer to live in peace, you know.   Yoko: all you need is courage, you know. You can just go out in the street now and take off all your clothes and just say peace you know and you'll be in the news you see. Just courage and if everybody gets courage and of course they would, because they would think all right maybe this is a little bit embarrassing thing to do, but look at John and Yoko they're doing worse, so I can do it, you know. That's all we're trying to do, you see.   Questioner: so you're putting courage, also, into the world?   John: we hope so.   Yoko: I hope so.   John: okay.   Stay in bed!   John: look there's a fly flitting around. Just makes you laugh.   Yoko: what time is it?   John: what's the time?   Yoko: what?   John: 9:30.good morning. I was saying about bagism, you see, you get in this bag and you jump out the window. Next thing you know, you got a policeman on your head. You want tea?   Yoko: you know what I want, John?   John: what; what, what, what. Oh, give us a chance! You want one before I do. Yes, our name got round a lot. Could I have room service, please. Do you want toast?   Yoko: just tea. Which do you want, coffee or tea?   John: tea.   Yoko: tea.   John: two tea's please. Yeah, 902 and some toast. Yeah, brown toast.   Good morning. Yeah, yeah. I know and some toast. Brown toast. Yeah. Thank you. Bye, bye.   All right then...   John: hello, dog. It's beautiful no, no, no. It'll just take a lot of looking after. Well think about you, amsterdam. It's a lovely dog, huh.   Yoko: yes, it's lovely.   John: thank you very much.   Visitor: here you are.   John: thank you. You gonna take him off me now'!   Visitor: yeah, if you don't mind. Thank you very much.   John: I thought you were giving   Visitor: bye, bye. Bye, bye. No, no.   John: I sort of was under that impression. She gave us the dog and then went away. Very nice.   Yoko: it's rather sort of really swinging though. Don't you think so?   John: the thought of the long haired beatle in the 19th century sanctuary. Please stop this nonsense. Go home. We don't like people like you. Go to a doctor to be normal, you get this? Go to a doctor to be normal. We're seeing a psychiatrist today, so maybe he'll fix us up then. Bloody marvellous. We don't get through on some level, as you notice. Was under marijuana. Beautiful, beautiful. Keep smoking. Nothing illegal beautiful, beautiful. Hey, those kids are as hard as the real press.   Yoko: yes, amazing.   John: amazing. They're just as tough as the real press. Very sexy. It's a boy, it's a boy.   Questioner: why are you staying in bed for 7 days?   John: ah, because...   Questioner: well, first of all, let me say congratulations on your marriage and that in dutch is gefiliciteerd met je getrouw.   John: oh, dank you wel, oh, chocolat!   Questioner: how about explaining this mission you are on at this moment!   John: well, you start...   Yoko: well, because we thought of this idea about staying in bed for 7 days for protest against violence in the world.   Questioner: did you think of its geographical situation as being the centre of Europe?   John: no, I didn't realise, is it? Oh, fantastic! It was magic then, you see, cause the way...   Questioner: well, they call it the centre of Europe. It's an advertising campaign for an airline.   John: okay, well give us a free ticket and we'll be all right.   Various people: stand up! Bend over towards us.Stand up on your knees, maybe. Turn up, turn up on your knees.As soon as we can ...unhearable ...but we need you here   John: so, anyway a policeman came in and an elephant jumped on me head, so I said what's going on and he said cabbages and the next moment I was on film, yeah. Love, peace and bed!not forgetting jam of course. Okay, guess now it's over?   Qustioner: are you cold?   John: no, no, no!   Questioner: yeah, music, you know, if you go back to the days of a, of a, let's see, where do we start now, we start with ""do you love me?""   John: not, not particularly.   How about that?   John singing: good bye amsterdam, goodbye.   Stay in bed,   For bed-in,   For peace of the world,   Stay in bed,   Grow your hair.   Grow your hair.   Okay, good night.   Now it's time to say good night,   Good night, sleep tight.   Now the sun puts out his light.   Yoko: what a beautiful day it was though, very tiring, though. It's so turning like crazy, you know.   John: you can say that sort of hot?   Yoko: grow your hair.   John: bed peace.   Yoko: hair peace.   John: hair peace, bed peace.   Oh, yeah."	0.9999	0.086	0.701	0.213
L	Beautiful Boys	You're a beautiful boy   With all your little toys   Your eyes have seen the world   Though you're only four years old   And your tears are streaming   Even when you're smiling   Please never be afraid to cry   You're a beautiful boy   With all your little ploys   Your mind has changed the world   And you're now forty years old   You got all you can carry   And still feel somehow empty   Don't ever be afraid to fly   All you beautiful boys   Creating multiple plays   You like to fence in your world   And settle down when you're old   You can run from pole to pole   And never scratch your soul   Don't be afraid to go to hell and back   Don't be afraid to go to hell and back   Don't be afraid to be afraid	0.7717	0.102	0.747	0.151
L	Blue Suede Shoes	Well, it's a one for the money, two for the show,   Three to get ready, now go, cat, go!   Don't you step on my blue suede shoes.   Well, you can do anything   But lay off them blue suede shoes.   Well, you can knock me down, step in my face,   Slander my name all over the place;   Do anything that you wanna do,   But, aw-aw, honey, lay off them shoes.   Don't you step on my blue suede shoes.   Well, you can do anything   But lay off them blue suede shoes.   Well, you can burn my house, steal my car,   Drink my liquor from the old fruit jar.   Do anything that you wanna do,   But, aw-aw, honey, lay off them shoes.   Don't you step on my blue suede shoes.   Well, you can do anything   But lay off them blue suede shoes.   Well, hey!   Well, it's blue, blue, blue suede shoes,   Hey, blue, blue, blue suede shoes,   Hey, blue, blue, blue suede shoes,   Hey, blue, blue, blue suede shoes.   Well, you can do anything   But lay off my blue suede shoes	0.9401	0.022	0.855	0.123
L	Bony Morone	I got a girl named Bony Morone   She's as skinny as a stick of macaroni   Ought to see her rock and roll with her blue jeans on   She's not very fat, just skin and bones.   I love her and she loves me. Oh how happy now we can be,   Making love underneath the apple tree.   Well, I told her mama and her papa too   Just exactly what I wanna do   I wanna get married on a night in June   And rock and roll by the light of the silvery moon   She's my one and only, she's my heart's desire   She's a real upsetter, she's a real live wire   Everyone turns when my baby walks by,   She's something to see, really catches the eye	0.9565	0.021	0.832	0.148
L	Don't Worry, Kyoko Mummy's Only Looking For Her Hand In The Snow	Snow -   Don't worry, don't worry, don't worry, don't worry,   Don't worry, don't worry, don't worry, don't worry,   Don't worry, don't worry, don't worry, don't worry,   Don't worry, don't worry, don't worry, don't worry,   Don't worry, don't worry, don't worry, don't worry,   Don't worry.   Don't worry.   Don't worry,   Cgbl?jm klngbbhe   Don't, don't, don't, don't, don't, don't, don't,   Don't, don't, don't, don't, don't, don't, don't, kyoko.   Don't worry.   Don't -   Don't worry, don't worry, don't worry, don't worry,   Don't worry, don't worry, don't worry, don't worry,   Don't worry.   Kyoko, don't worry.   Don't worry, don't worry, don't worry, don't worry,   Don't worry, don't worry, don't worry, don't worry,   Don't worry.   Don't, don't	-0.9953	0.538	0.431	0.031
L	Here In Some Stranger's Room	Close your eyes   Have no fear   The monster's gone   He's on the run and your daddy's here   Beautiful, beautiful, beautiful   Beautiful boy   Beautiful, beautiful, beautiful   Beautiful boy   Before you go to sleep   Say a little prayer   Every day in every way   It's getting better and better   Beautiful, beautiful, beautiful   Beautiful boy   Beautiful, beautiful, beautiful   Beautiful boy   Out on the ocean sailing away   I can hardly wait   To see you come of age   But I guess we'll both just have to be patient   'Cause it's a long way to go   A hard row to hoe   Yes it's a long way to go   But in the meantime   Before you cross the street   Take my hand   Life is what happens to you   While you're busy making other plans   Beautiful, beautiful, beautiful   Beautiful boy   Beautiful, beautiful, beautiful   Beautiful boy   Before you go to sleep   Say a little prayer   Every day in every way   It's getting better and better   Beautiful, beautiful, beautiful   Beautiful boy   Darling, darling, darling   Darling Sean	0.9993	0.006	0.457	0.537
L	I Don't Wanna Be A Soldier	Well, I don't want to be a soldier mama, I don't want to die   Well, I don't want to be a sailor mama, I don't want to fly   Well, I don't want to be a failure mama, I don't want to cry   Well, I don't want to be a soldier mama, I don't want to die   Oh no, oh no, oh no, oh no   Well, I don't want to be a rich man mama, I don't want to cry   Well, I don't want to be a poor man mama, I don't want to fly   Well, I don't want to be a lawyer mama, I don't want to lie   Well, I don't want to be a soldier mama, I don't want to die   Oh no, oh no, oh no, oh no, hey!   Well, I don't want to be a soldier mama, I don't want to die   Well, I don't want to be a thief now mama, I don't want to fly   Well, I don't want to be a churchman mama, I don't want to cry   Well, I don't want to be a soldier mama, I don't want to die   Oh no, oh no, oh no, oh no, oh no, hey!   Oh well, I don't want to be a soldier mama, I don't want to die   Well, I don't want to be a sailor mama, I don't want to fly   Well, I don't want to be a failure mama, I don't want to cry   Well, I don't want to be a soldier mama, I don't want to die   Oh no, oh no, oh no, oh no, oh no	0.9858	0.173	0.618	0.209
L	Incantation	"Na-omi-ah   Yeah   Na-ah   Na-omi-ah   Yeah   Na-ah   Na-omi-ah   Yeah   Na-ah   Na-omi-ah   Incantation   Ooh, ooh, ooh   Incantation   Ooh, ooh, ooh   If ya ever meet the sweet rolling thunder   Flying on the dead of the night   Just call me if ya can't get his number   Watching how that rattlesnake bites   All he's got is real understanding   Smokin' through his medicine head   Watch him get down to the unreal voodoo   And shove it to the living dead   Incantation   Ooh, ooh, ooh   Incantation   Ooh, ooh, ooh   What's happenin',' found his face in a bad dream, momma?   Flying on the dead of the night   I woke up and then I let out a bad scream, ooh!   Watching how that rattlesnake bites   Rolling thunder said, ""Ya got this one started""   What happened there, did the kid get high, high?   All the dog soldiers shootin' uncoke-a-cola   Get 'em dancin' till they lose their minds   Incantation   Ooh, ooh, ooh   Ah, yeah!   Incantation   Ooh, ooh, ooh   Shh! Rattlesnake, buddy!   Watching how the rattlesnake bites   Incantation coming to get you   Incantation coming   Oh, here I come   Incantation coming to get you   Incantation coming   Oh, here I come   Incantation coming to get you   Incantation coming   Incantation coming to get you   Incantation coming   Come   Incantation coming to get you   Incantation coming   Come, oh, here I come   Incantation coming to get you   Come, come   Incantation coming   Oh, here I come   Incantation coming to get you   Incantation coming   Oh, here I come, come, come   Incantation coming to get you   Oh, here I come   Incantation coming   Come, come, come, oh, here I come   Incantation   Wow, wow, wow! Ah ha ha! Oh, here I come, watch it!   Wow!   Oh, here I come!"	0.6604	0.084	0.812	0.104
L	John John Let's Hope For Peace	John, oh, John,   John,   Let's hope for peace.   Oh, John, let's hope for peace.   John, oh, John,   Let's hope for peace,   Let's hope for peace,   Let's hope for peace,   Peace, peace, peace.   Oh, John, oh, John, John, John,   Oh, John,   John,   Oh, oh, John, John, John,   John, John, John, John, John, John,   John, John, John, John, John, John, John,   Let's hope, hope, hope, hope, hope, hope, hope for peace.   Peace -   John	0.9967	0.0	0.417	0.583
L	Listen, The Snow Is Falling	Listen, the snow is falling over town   Listen, the snow is falling everywhere   Between Empire State building   And between Trafalgar Square   Listen, the snow is falling over town   Listen, the snow is falling over town   Listen, the snow is falling everywhere   Between your bed and mine   Between your head and my mind   Listen, the snow is falling over town   Between Tokyo and Paris   Between London and Dallas   Between your God and mine   Listen, the snow is falling everywhere   Snow, dream   Snowfall   Snow, fly   Listen   Listen	-0.4767	0.123	0.832	0.045
L	Medley	"Well, it's Saturday night and I just got paid,   Fool about my money, don't try to save.   My heart says, ""go! Go! Have a time!""   'Cause it's Saturday night and, baby, I feel fine.   Gonna rip it up,   Gonna rock it up,   Gonna shake it up,   Gonna ball it up,   Gonna rock it up,   And ball the night.   I got me a date and I won't be late,   Picked her up in my eighty-eight.   Shag on down to the union hall,   When the joint starts jumpin', I'll have a ball.   Gonna rip it up,   Gonna rock it up,   Gonna shake it up,   Gonna ball it up,   Gonna rock it up,   And ball the night.   Whoa!   Well, ready, set, go man, go,   I got a girl that I love so.   And I'm ready,   Ready, ready, ted,   I'm ready,   Ready, ready, ted,   I'm ready,   Ready, ready, ted,   I'm ready, ready, ted to rock and roll.   Goin' to the corner, pick up my sweetie pie,   She's a rock and roll baby, she's the apple of my eye.   I'm ready,   Ready, ready, ted,   I'm ready,   Ready, ready, ted,   I'm ready,   Ready, ready, ted,   I'm ready, ready, ted to rock and roll"	0.9951	0.036	0.671	0.293
L	Money	The best things in life are free   But you can tell me 'bout the birds and bees.   Now gimme money that's what I want   That's what I want that's what I want   That's what I want, ye-ye-yeh,   That's what I want.   Money don't get everything it's true.   What it don't get I can't use.   So gimme money that's what I want   A little money that's what I want   That's what I want, ye-ye-yeh,   That's what I want.   Yeh gimme money that's what I want   A little money that's what I want   That's what I want that's what I want   So gimme money that's what I want   That's what I want, ye-ye-yeh,   That's what I want.   Your lovin' give me a thrill   But your lovin' don't pay my bill.   Now gimme money that's what I want   That's what I want that's what I want   That's what I want, ye-ye-yeh,   That's what I want.   Money don't get everything it's true.   What it don't get I can't use.   So gimme money that's what I want   A little money that's what I want   That's what I want, ye-ye-yeh,   That's what I want.   Yeh gimme money that's what I want   A little money that's what I want   That's what I want that's what I want   So gimme money that's what I want   That's what I want, ye-ye-yeh,   That's what I want	0.9884	0.0	0.748	0.252
L	Mount Elga	Mount Elga, Mount Elga   A high mountain   I climb as I'm dreaming, a-huh   Mount Elga, Mount Elga   A high mountain   I climb as I'm dreaming   Catching me hell   To climb this hill   The more I try to climb   I'm slipping still   Me body run down   Me feeling weak   The more I try to climb up   This mountain peak	-0.7906	0.117	0.859	0.023
L	One Day	You are my weakness, you are my strength   Nothing I have in the world makes better sense   'Cause I'm a fish and you're the sea   When we're together or when we're apart   There's never a space in between the beat of our hearts   'Cause I'm the apple and you're the tree   One day at a time is all we do   One day at a time is good for you   You are my woman, I am your man   Nothing else matters at all, now I understand   That I'm the door and you're the key   Every morning I wake in your smile   Feeling your breath on my face and the love in your eyes   'Cause you're the honey and I'm the bee   One day at a time is all we do   One day at a time is good for us too you too   'Cause I'm the fish and you're the sea   'Cause I'm the apple and you're the tree   'Cause I'm the door and you're the key   'Cause you're the honey and I'm the bee	0.9453	0.021	0.872	0.107
L	One Of The Boys	Hello hello hello, hello hello hello. Got it wrong, take two, folk.  Well, he's no longer le grasson vital   He's just one of the boys   You know they say that he's aged very well   Still he's just one of the boys   You know he stays at the exclusive hotels   Yet he's still one of the boys   It doesn't matter how old you are   You're as dumb as you feel right now   Dumb as you feel right now   It does not matter how old you are   Well, he's no longer le grasson vital   But he's still one of the boys   They said, they said that he's aged very well   Still he's just one of the boys   He stays at all the exclusive hotels   Yet he's still just one of the boys   It does not matter how old you are   You're as young as you feel right now   It does not matter how old you are   You're as dumb as you feel right now   Well, he's no longer do do do do do   Do do do do do do do   La la la la la la la la la la la la la la la   Down in the Caribbean, it's not a dream you see   Do do do do do do do do do do   He's just one of the boys   Do do do do do do do do do do   He's just one of the boys   Do do do do do do do   One of the boys   It does not matter how old you are   You're as young as you feel right now   It does not matter how old you are what!   It does not matter how old you are   It does not matter how old   It does not matter how old you are   Do do do   Do do do do do do do   Do do do do   Do do do do do do do   He's just one of the boys	-0.7443	0.086	0.865	0.049
L	Remember Love	Remember love, remember love   Love is what it takes to sing   Remember love, remember love   Love is what it takes to meet   Remember love, remember love   Love is what it takes to live   Remember love, remember love   Love is what it takes to dream   Remember love, remember love   Love is what it takes to see   Remember love, remember love   Love is what it takes to meet   Remember love, remember love   Love is what it takes to live   Remember love, remember love   Love is what it takes to tie   Remember love, remember love   Love is what it takes to live   Remember love, remember love   Love is what it takes to tie   Remember love, remember love   Love, remember love, love, love	0.9994	0.0	0.349	0.651
L	Rock & Roll People	Two, three, four!   Yeah, we're rock and roll people, born to pick the news   Yeah, we're rock and roll people   I just couldn't change it if I would choose to   Don't tell me where your head is, man   I can see your shinin' shoes   Don't play the Virgin Mary   We all know you've been screwed   Rock and roll people, born to be the news   Yeah, we're rock and roll people   I just couldn't change it if I would choose to   My father was a mother   My mother was a son   Don't play the dog for dinner   We all been twenty-one   We're rock and roll people, born to be the news   Yeah, we're rock and roll people   I just couldn't change it if I would choose to   Don't ask me what the time is   Or how much space I need   Don't play the Mona Lisa   You'll know where she's been   Well, rock and roll people, born to be the news   Yeah, we're rock and roll people   I just couldn't change it if I would choose to   Sweet, sweet rock and roll   Sweet, sweet rock and roll   Sweet, sweet rock and roll   Sweet, sweet rock and roll   Sweet, sweet rock and roll   Rock, rock, rock and roll   Rock, rock, rock and roll   Rock, rock, rock and roll   Uh huh, uh   Hey!   Two, three, four!   We're the rock and roll people, born to pick the news   Yeah, we're rock and roll people   I just couldn't change it if I would choose to   Don't ask me where your head is, man   I can see your shinin' shoes   Don't play the Virgin Mary   We all know you've been screwed   Well, rock and roll people, born to pick the news   Yeah, we're rock and roll people   I just couldn't change it if I would choose to   Sweet, sweet rock and roll   Sweet, sweet rock and roll   Sweet, sweet rock and roll   Sweet, sweet rock and roll   Sweet, sweet rock and roll   Sweet, sweet rock and roll   Sweet, sweet   Okay!	0.9973	0.036	0.728	0.235
L	Send Me Some Lovin'	Send me some lovin',   Send it I pray.   How can I love you   When you're so far away?   Send me your picture,   Send it, my dear.   So I can hold it   And pretend you are here.   Send me your kisses,   I can feel your touch.   I need you, I need you so badly,   Don't you know I miss you so much?   My days are so lonely,   My nights are so blue.   I'm here and I'm lonely,   Just waitin' for you	0.2564	0.136	0.736	0.129
